name,_L,_a,_b
Deep_Carmine,37.51460263144008,55.12941635002938,18.26023602099749
Deep_Carmine_Pink,52.68145372067187,70.25988732183164,43.25538228989676
Deep_Carrot_Orange,59.53819620282813,46.31253921237865,55.629419089505305
Deep_Cerise,50.61693430812238,69.28074250215455,-7.214790304891716
Deep_Champagne,87.55136707050663,5.75665150872906,28.884047635222853
Deep_Chestnut,47.27985497480356,42.84776407380597,25.322709425894296
Deep_Coffee,33.400481219363144,19.796320077220763,9.12676684308612
Deep_Fuchsia,53.524881993410546,57.976995830363975,-37.219301253443085
Deep_Jungle_Green,28.148191303175658,-20.56293019634195,-4.644728231362583
Deep_Lilac,48.080004115602506,45.651755742393554,-42.69692894375894
Deep_Magenta,48.51032635868425,83.02876338161225,-51.40727570551291
Deep_Peach,85.32981166686089,13.252533905759478,26.47701163208991
Deep_Pink,55.96047798987999,84.53810516143784,-5.697376407464838
Deep_Ruby,36.398768205272745,32.95433860536814,-2.7475972906481405
Deep_Saffron,72.42004819537199,31.02534206569729,65.72919864543601
Deep_Sky_Blue,72.54579227907962,-17.662129049820397,-42.536469581420036
Deep_Tuscan_Red,32.3861291842172,17.354344688841284,-0.196653226341581
Denim,41.52799720593116,14.02281302396699,-54.87088575774807
Desert,66.14553923322053,8.36593472449726,30.15593512235959
Desert_Sand,83.37672808267962,8.866738122558838,17.726593962489503
Dim_Gray,44.41356014781601,-0.0012785477258026035,0.0024235322308996388
Dodger_Blue,59.37794997752211,9.953847832122332,-63.38341606457982
Dogwood_Rose,47.1108689312083,71.59621138019529,6.498765883397017
Dollar_Bill,70.50121766207276,-33.20850603938713,37.885145716858595
Drab,49.92702639062635,6.320259499273728,50.860055627979975
Duke_Blue,17.45679483739488,54.85576509254442,-74.7180725120458
Earth_Yellow,73.03199937625186,12.488590147789026,45.68519254372199
Ebony,38.444350470365585,-5.866952659136004,6.417078146345756
Ecru,72.80622288691293,-1.7507073882722657,27.67931879507146
Eggplant,31.353345062907124,17.25696410473035,-4.369465616478729
Eggshell,92.67484656380611,-1.3236711790323152,10.435806435294959
Egyptian_Blue,27.62227747803061,33.99361192839992,-63.917933271019436
Electric_Blue,91.3815494824814,-33.04267054410609,-13.520233843062023
Electric_Crimson,53.62772940140907,81.14757481789574,41.25947427901391
Electric_Cyan,91.11330144068016,-48.090596233016704,-14.126329820082262
Electric_Green,87.73509948831895,-86.18302974439501,83.1797031753845
Electric_Indigo,38.89417835990922,82.02291941961354,-96.68639892919293
Electric_Lavender,82.91080357730692,31.814667447329526,-25.601139849105927
Electric_Lime,93.60562036098761,-41.945849568950585,90.27445621562056
Electric_Purple,49.85433086416745,89.3690733853174,-78.2567248474213
Electric_Ultramarine,34.54715870796069,79.97704701629038,-104.0398384798633
Electric_Violet,42.85124317415827,84.36894915741445,-90.01343255214356
Electric_Yellow,97.13950703971322,-21.55468101695346,94.47812227647825
Emerald,72.47363163215297,-51.25166198698772,30.25786009452247
English_Lavender,59.98548588674987,21.622691895824275,-2.1646415235384797
Eton_Blue,76.31409876201079,-23.989622914017627,13.798049752687902
Fallow,66.14553923322053,8.36593472449726,30.15593512235959
Falu_Red,27.59996734170238,43.249328038711646,28.382962929970663
Fandango,44.23282484064303,59.688003076733665,-18.714239635126305
Fashion_Fuchsia,53.82656140259449,85.05935936345233,-17.411211885272373
Fawn,73.92080953050629,14.997755495523569,38.20770465291741
Feldgrau,37.89771700985807,-8.40889258802971,3.702553267288078
Fern_Green,46.61821652605274,-25.913579509243114,25.5900833855935
Ferrari_Red,54.849770990461536,75.4633132749602,67.79459198512889
Field_Drab,37.15749330953008,3.640685835151203,34.20373189889979
Fire_Engine_Red,44.687246878349036,64.53848120264239,41.20869569810175
Firebrick,39.117792299783915,55.91651816355836,37.64968205710451
Flame,55.347987059092034,51.34617962285565,55.687551078528365
Flamingo_Pink,71.57163511643196,44.83705560484413,2.7788910480969653
Flavescent,91.68821862978172,-7.578689606294486,45.835431120111636
Flax,87.474203680352,-5.756327477434098,46.274744982877955
Floral_White,98.4016610655078,-0.03881572741654127,5.380614657094318
Fluorescent_Orange,81.0306935621448,10.384338406406734,83.03002340761529
Fluorescent_Pink,55.96047798987999,84.53810516143784,-5.697376407464838
Fluorescent_Yellow,93.60562036098761,-41.945849568950585,90.27445621562056
Folly,53.84762731344739,81.74314342500728,32.14985529904182
Forest_Green_Traditional,24.482005353005434,-28.748336148509967,15.867228153495672
Forest_Green_Web,50.59329455260385,-49.585776907056314,45.01683564680532
French_Beige,55.103051065821475,12.585282976264434,24.010769544603306
French_Blue,46.472301074778585,0.820887247463653,-45.78860692272046
French_Lilac,46.16036933221161,23.88561702741748,-19.33809637188615
French_Lime,93.60562036098761,-41.945849568950585,90.27445621562056
French_Raspberry,44.8224606768676,60.84553722549835,22.656037386519735
French_Rose,58.349766261596415,69.35474740018304,2.9304524722454817
Fuchsia,60.323506527414594,98.2330538631131,-60.82101524414516
Fuchsia_Crayola,53.524881993410546,57.976995830363975,-37.219301253443085
Fuchsia_Pink,70.64759365331378,69.02310499701686,-44.46454996194878
Fuchsia_Rose,48.814745557908836,56.35168449586009,0.6250849139882053
Fulvous,64.16179528452427,29.947857241288066,70.36555090423681
Fuzzy_Wuzzy,55.38283722433063,40.34417994570866,18.922766881790487
Gainsboro,87.76088811005117,-0.0021959183864606047,0.004162440618071805
Gamboge,69.4519645625214,17.89253527804069,71.81680875788464
Ghost_White,97.7571970804292,1.2446511063055055,-3.3408161788489377
Ginger,50.144660661621614,24.4727978743689,58.039951221249616
Glaucous,53.84397505093631,2.398156596708445,-31.09008588327771
Glitter,92.32614485970456,2.6712948998902086,-8.916339566632313
Gold_Metallic,72.84951516620654,1.379707443859679,62.9147744566787
Gold_Web_Golden,86.93073664133725,-1.9246369415933384,87.13209040792725
Golden_Brown,47.151795154017634,14.538628837981516,49.29511488282428
Golden_Poppy,81.44732807088647,7.549639405206198,83.16951306857831
Golden_Yellow,88.94114937397647,-5.950334643613553,88.55683114534703
Goldenrod,70.81807955888218,8.523307062445918,68.76229167679028
Granny_Smith_Apple,85.17376160264664,-31.835588152538786,27.240314878412143
Gray,53.58501345216902,-0.0014726455530578164,0.0027914514965976522
Gray-Asparagus,35.74516656436319,-11.753456696735054,9.232865499517695
Gray_Html/Css_Gray,53.58501345216902,-0.0014726455530578164,0.0027914514965976522
Gray_X11_Gray,76.97594183318152,-0.00196767379195828,0.003729794952933574
Green_Color_Wheel_X11_Green,87.73509948831895,-86.18302974439501,83.1797031753845
Green_Crayola,62.5968789546028,-48.39153057562995,16.769658539255026
Green_Html/Css_Green,46.22765770135144,-51.698683483727635,49.897075555228945
Green_Munsell,61.07618178257006,-48.69967270158987,15.182143089340471
Green_Ncs,57.9000828331404,-48.032612861027225,17.43825354872055
Green_Pigment,59.42305604537893,-55.48931095839637,33.86495369312688
Green_Ryb,65.04570778018731,-44.305383093808324,54.3826568718624
Green-Yellow,91.95713130117836,-52.48163055241123,81.86526612863558
Grullo,64.37751465878644,2.177708232167286,12.510936569931207
Guppie_Green,88.47043471564855,-76.90282791076547,47.030443337716
Halayà_úBe,30.141748413286365,24.65484707308299,-8.055981144756686
Han_Blue,47.568358903285656,18.373280529145052,-55.44441283001951
Han_Purple,36.643668615551995,75.62117160672533,-97.70141725796273
Hansa_Yellow,85.24114780358852,-6.737078485393566,54.4811649466497
Harlequin,88.2437220794826,-81.60486059007866,83.8001941362241
Harvard_Crimson,41.96836378043454,67.19506680068679,48.146260597272125
Harvest_Gold,65.8730991891793,18.777561792793772,70.8515612005927
Heart_Gold,51.869087235605306,-12.930023866568273,56.67466732365868
Heliotrope,65.88150206055782,62.726761595490174,-52.24951032665521
Hollywood_Cerise,53.82656140259449,85.05935936345233,-17.411211885272373
Honeydew,98.5655974102067,-7.567264488289426,5.479768572138055
Honolulu_Blue,50.61443510564733,-5.479512104701878,-41.514394055025484
HookerS_Green,47.1732812000296,-19.820429367691293,2.553309916165092
Hot_Magenta,58.602332183054585,89.5165782307345,-36.004706557588115
Hot_Pink,65.48588180868504,64.237246870332,-10.643083480422888
Hunter_Green,36.133518618408104,-22.792782758612322,15.691077872664872
Iceberg,66.0851258492391,-5.710810264591526,-27.82470363511038
Icterine,95.17271728373228,-16.276641408619284,71.53148026114175
Imperial_Blue,21.47231389764911,37.82708382750871,-63.71431955146007
Inchworm,87.1172115479923,-39.95426183306655,61.759879385737506
India_Green,49.207811735376396,-52.1959267837111,50.8497443080407
Indian_Red,53.39501088395025,44.82754515678589,22.119029319838447
Indian_Yellow,72.91024097517459,13.283662774161709,49.52280133546707
Indigo,38.89417835990922,82.02291941961354,-96.68639892919293
Indigo_Dye,26.21725289904537,-1.21522050554973,-28.93333541234965
Indigo_Web,20.468866675974226,51.68456479626526,-53.31049562004445
International_Klein_Blue,26.220745294651664,37.03190551093419,-66.84420716972485
International_Orange_Aerospace,58.843357827974614,64.30936367819906,69.55145635099994
International_Orange_Engineering,39.65264663173248,60.48460300330627,49.16162092977288
International_Orange_Golden_Gate_Bridge,44.27616366775458,54.073097410182456,38.26795723928045
Iris,41.64064750821091,40.111941121773825,-64.9697762835988
Isabelline,94.9963723064545,0.6403466821303105,2.4054212144726694
Islamic_Green,51.775425834350344,-56.307764386716364,54.345538118670824
Ivory,99.63992896094746,-2.553669340137399,7.167060655767088
Jade,60.838756493141446,-51.40978333055818,21.432478399751666
Jasmine,88.78451594567552,-3.1534709717599974,50.02170528214931
Jasper,49.407815411674264,60.23690412106664,34.95890507998914
Jazzberry_Jam,36.07873516154789,60.82562858997595,-4.482449444168113
Jet,21.704275932542856,-0.0007979452978368329,0.0015125334070886787
Jonquil,87.62018272234182,-2.717797575594205,63.39428988498612
June_Bud,82.72707880658784,-27.98887083434082,59.65229754513901
Jungle_Green,62.79719776254977,-43.00340882047249,8.796778921201609
Kelly_Green,67.38006747363917,-57.582998888906445,64.11051119570674
Kenyan_Copper,27.09617361385196,40.057722801741384,37.101225957481496
Khaki_Html/Css_Khaki,72.69283413037547,1.961299055891541,18.392231153846183
Khaki_X11_Light_Khaki,90.32831221845714,-9.011214593085072,44.981979894469745
Ku_Crimson,48.499275347375345,74.66531382795222,58.94543478478427
La_Salle_Green,43.7954248674513,-44.72388857540105,31.228504379615117
Languid_Lavender,82.78446766306809,7.603499891556565,-7.903811551140327
Lapis_Lazuli,40.18094274256068,2.033961969115289,-37.55069142813967
Laser_Lemon,96.85012329145368,-21.108861671887468,90.70605614940057
Laurel_Green,73.53706993346864,-11.224330695318695,12.754857264505981
Lava,43.86445019735749,67.29125588017759,45.32346496711145
Lavender_Blue,83.56947770042672,10.293279374656683,-24.9053595890941
Lavender_Blush,96.06870419863442,5.885011288241593,-0.5892059833517482
Lavender_Floral,61.5790842894297,38.51882504281129,-39.98982556930224
Lavender_Gray,79.22513221374847,2.7973169170480983,-6.359705467270271
Lavender_Indigo,50.81518012991097,54.73280548509729,-65.75995144463818
Lavender_Magenta,69.69541331432924,56.354689667794446,-36.805759768205704
Lavender_Mist,91.8274621523321,3.7053550211512687,-9.656727243539741
Lavender_Pink,79.29268285157781,33.24987843000699,-6.782330600065811
Lavender_Purple,56.115087098462126,22.25427316846984,-27.24224018104653
Lavender_Rose,76.799972391412,43.250804607055606,-19.75119134387775
Lavender_Web,91.8274621523321,3.7053550211512687,-9.656727243539741
